"GRID_ID","s_j_erhjahr","bfs_akt","raumplanreg_code","bezirk_code","typ","c_zone","n_qmareal","n_zimmer","n_qmwhg","gbauj","neubau","lage","lage_class","seedist","distparade","id_ha_geb","n_preis","id_grid"
"L-35",2013,261,101,112,"EFH",1,440,4,110,1934,0,5,"hoch",3522,3.6,8643,1166990.03879039,1069
"I-30",2011,249,104,111,"STW",11,0,5,NA,2009,1,3,"mittel",5000,8,71300,2170010.43998345,1232
"AD-22",2007,230,109,110,"EFH",3,350,5,90,1957,0,3,"mittel",5000,19,30560,898455.363934161,1494
"S-18",2010,68,111,103,"MFH",3,940,NA,NA,1830,0,2,"günstig",5000,17.8,15877,1257835.82650463,1628
"AA-16",2013,223,109,110,"STW",3,0,3,NA,1993,0,2,"günstig",5000,22.2,76601,413272.606733488,516
"AL-27",2010,231,109,110,"EFH",1,3000,8,200,1942,0,1,"sehr günstig",5000,22.2,82392,1466926.49756849,401
"AI-38",2013,119,108,105,"STW",3,0,0,NA,NA,NA,2,"günstig",5000,18.2,37776,79647.6486395113,1009
"W-31",2014,191,102,109,"STW",11,0,0,NA,2014,1,3,"mittel",5000,7.6,76556,2893929.55201701,1210
"J-50",2014,7,105,101,"STW",1,0,5,NA,2014,1,2,"günstig",5000,17.2,54345,438319.851585664,688
"P-33",2012,261,101,112,"MFH",3,740,NA,NA,1895,0,5,"hoch",2367,2,30352,2678270.583804,1131
"AB-42",2013,192,107,109,"EFH",1,530,6,200,1967,0,3,"mittel",4363,13.6,79339,83277.8939618729,880
"W-1",2007,27,110,102,"STW",11,0,4,NA,1974,0,1,"sehr günstig",5000,36.4,71704,2223472.84700873,663
"P-31",2017,261,101,112,"STW",11,0,0,NA,2015,1,5,"hoch",4503,4.2,54582,936540.466055856,1206
"AV-37",2007,114,108,105,"EFH",1,520,5,120,1990,0,1,"sehr günstig",5000,30,50044,112763.737733127,1042
"D-26",2017,94,103,104,"STW",11,0,3,NA,2003,0,3,"mittel",5000,14.6,38089,1818456.92602545,1336
"I-42",2016,5,105,101,"Land",1,1760,NA,NA,NA,NA,2,"günstig",5000,10.4,7030,1217.70236525079,869
"AF-20",2017,230,109,110,"EFH",1,1480,9,270,1995,0,4,"gehoben",5000,22,45137,1932177.89829976,1568
"U-31",2015,191,102,109,"STW",3,0,0,NA,2015,1,3,"mittel",5000,6,26174,1193333.48815411,328
"N-32",2010,261,101,112,"STW",3,0,0,NA,NA,NA,4,"gehoben",3986,3.6,77711,1418785.68752925,1167
"AF-21",2010,230,109,110,"STW",1,0,3,NA,NA,NA,3,"mittel",5000,21.2,75211,2965769.68140458,1532
"N-14",2007,55,111,103,"Land",3,3740,NA,NA,NA,NA,2,"günstig",5000,22.6,814,2219.73398264404,1718
"X-7",2009,35,110,102,"EFH",6,1500,4,180,1850,0,NA,NA,5000,30.8,23055,422689.198393025,1826
"X-47",2011,142,106,106,"STW",1,0,0,NA,2011,1,4,"gehoben",216,15,30857,871522.906057304,67
"AH-33",2016,172,108,108,"STW",11,0,4,NA,2010,0,3,"mittel",5000,17,72286,914920.358673204,1146
"AB-50",2015,142,106,106,"STW",3,0,3,NA,2006,0,3,"mittel",232,19.8,72877,2709021.60326263,41
"U-31",2015,191,102,109,"STW",3,0,0,NA,2015,1,3,"mittel",5000,6,26169,943463.496064418,328
"T-23",2016,63,111,103,"STW",3,0,3,NA,2016,1,3,"mittel",5000,13.4,33654,2990446.98557211,1449
"AB-33",2008,199,102,109,"Land",3,170,NA,NA,NA,NA,2,"günstig",5000,11.4,1324,2710.80538073555,1142
"Y-45",2009,156,107,107,"STW",1,0,0,NA,2009,1,5,"hoch",209,14.2,35593,564943.819928798,109
"AA-20",2007,230,109,110,"EFH",3,190,6,160,2007,1,2,"günstig",5000,18.6,37952,1697583.94875901,1563
"N-38",2007,261,101,112,"EFH",1,740,5,100,1934,0,4,"gehoben",1680,3.8,50635,1401947.62408163,998
"P-32",2010,261,101,112,"STW",3,0,1,NA,1964,0,4,"gehoben",3433,3,56409,248228.703619563,1169
"H-26",2013,83,103,104,"STW",11,0,5,NA,1991,0,2,"günstig",5000,12,35439,2484147.69652672,1340
"Q-29",2015,261,101,112,"STW",3,0,0,NA,2015,1,4,"gehoben",5000,5.8,70597,1987112.29933437,360
"J-38",2016,14,105,101,"STW",3,0,0,NA,2012,0,2,"günstig",5000,6.4,77444,1157669.74682908,200
"AA-37",2017,195,102,109,"STW",3,0,4,NA,1994,0,4,"gehoben",5000,10.8,63767,1788258.51644645,229
"H-23",2016,86,111,104,"EFH",1,580,5,130,1976,0,3,"mittel",5000,14.8,72591,1368363.79449454,1438
"AI-23",2017,230,109,110,"EFH",3,1740,6,160,2016,1,3,"mittel",5000,21.6,43379,631875.178160262,1463
"G-49",2017,8,105,101,"EFH",3,830,7,190,2000,0,2,"günstig",5000,17.8,45517,1295763.68379197,44
"AH-39",2013,115,108,105,"EFH",1,580,7,200,1975,0,3,"mittel",5000,17.4,27232,1748165.25159217,196
"AI-31",2007,178,108,108,"STW",1,0,2,NA,1985,0,3,"mittel",5000,18.2,68330,443538.503132062,1219
"AC-36",2014,198,108,109,"EFH",1,220,5,NA,1996,0,3,"mittel",5000,12.4,16073,972267.043019529,1056
"P-19",2012,53,111,103,"Land",1,770,NA,NA,NA,NA,4,"gehoben",5000,17,4423,73.0515149406856,1591
"R-30",2015,66,102,103,"STW",11,0,0,NA,2015,1,3,"mittel",5000,5.6,75996,533154.565398465,342
"Y-32",2012,191,102,109,"STW",1,0,0,NA,2001,0,3,"mittel",5000,8.8,18906,236522.170071141,1176
"W-28",2013,54,102,103,"STW",2,0,0,NA,2013,1,3,"mittel",5000,9.6,13359,2580040.77119683,383
"N-33",2016,261,101,112,"STW",3,0,0,NA,2013,0,4,"gehoben",3084,2.6,46644,2359998.06844525,1129
"Q-29",2012,66,102,103,"STW",3,0,0,NA,2012,1,3,"mittel",5000,5.8,55278,2462822.76174601,360
"W-34",2016,193,102,109,"STW",1,0,5,NA,1967,0,2,"günstig",5000,6.6,65468,2097929.98421669,1102
"Y-8",2007,35,110,102,"EFH",3,170,4,NA,1846,0,2,"günstig",5000,29.6,58197,2486750.57978579,1815
"AB-33",2010,199,102,109,"STW",1,0,0,NA,2010,1,2,"günstig",5000,11.4,65796,1037168.84029261,1142
"P-48",2015,4,105,101,"STW",1,0,5,NA,2006,0,3,"mittel",4735,14.2,33978,2553104.19290443,724
"Q-32",2012,261,101,112,"STW",1,0,5,NA,1982,0,6,"sehr hoch",2946,2.8,61068,701125.363091938,1170
"AB-33",2007,199,102,109,"STW",3,0,5,NA,1972,0,2,"günstig",5000,11.4,60339,1858078.94663629,1142
"Q-22",2009,72,111,103,"Land",3,180,NA,NA,NA,NA,3,"mittel",5000,13.4,2064,1003.75756043929,1483
"AB-23",2009,230,109,110,"Land",1,430,NA,NA,NA,NA,3,"mittel",5000,17,2160,644.542543028481,1456
"AO-27",2009,228,109,110,"Land",3,1060,NA,NA,NA,NA,1,"sehr günstig",5000,24.6,2149,1227.5974935909,404
"AF-46",2016,153,107,107,"MFH",6,1200,NA,NA,1962,0,NA,NA,2506,19.2,61489,1232428.70176549,770
"Y-47",2014,142,106,106,"STW",11,0,0,NA,2014,1,4,"gehoben",278,16,77571,1544794.96599641,68
"O-46",2007,4,105,101,"EFH",1,420,4,160,1979,0,3,"mittel",4715,12.6,48380,1943301.0180213,764
"M-32",2016,261,101,112,"STW",11,0,3,NA,1983,0,5,"hoch",4087,3.8,60651,2871491.99679168,1166
"E-27",2012,85,103,104,"EFH",3,280,4,NA,1991,0,1,"sehr günstig",5000,12.8,59646,1741379.98802646,1305
"J-14",2012,58,111,103,"EFH",3,620,7,130,1943,0,1,"sehr günstig",5000,23,49381,1165341.92704677,538
"Z-8",2011,33,110,102,"EFH",1,730,5,200,2003,0,1,"sehr günstig",5000,30.4,55229,1162203.61953275,1816
"X-8",2016,35,110,102,"EFH",3,560,7,70,1774,0,2,"günstig",5000,29.8,68418,426764.297046466,1814
"AG-35",2016,198,108,109,"STW",3,0,0,NA,2007,0,3,"mittel",5000,16,43111,1409624.79139888,276
"Y-2",2009,27,110,102,"Land",1,530,NA,NA,NA,NA,1,"sehr günstig",5000,35.8,2558,2726.32446285256,660
"AC-32",2008,199,102,109,"STW",3,0,0,NA,2008,1,3,"mittel",5000,12.4,57900,1752627.42627191,1180
"M-10",2017,71,111,103,"STW",3,0,0,NA,2017,1,3,"mittel",5000,26.4,75741,1042013.46356247,1783
"AB-50",2011,142,106,106,"STW",3,0,0,NA,1890,0,3,"mittel",232,19.8,81712,985543.35641861,41
"AM-45",2012,112,108,105,"EFH",1,340,6,200,2013,1,2,"günstig",3055,24.4,37751,1917278.92405598,796
"AV-45",2015,120,108,105,"STW",3,0,2,NA,1993,0,2,"günstig",4616,31.8,74706,1173924.90975582,805
"V-34",2009,191,102,109,"STW",3,0,0,NA,2009,1,3,"mittel",5000,5.8,9711,2076833.5264778,1101
"AM-44",2017,112,108,105,"EFH",1,320,3,80,1935,0,2,"günstig",4093,23.8,45647,1673117.96953063,826
"AI-23",2014,230,109,110,"STW",1,0,0,NA,2014,1,3,"mittel",5000,21.6,13870,1954344.42655824,1463
"M-23",2017,92,111,104,"STW",3,0,4,NA,2013,0,2,"günstig",5000,12.6,9006,326933.466251823,1443
"M-31",2009,261,101,112,"STW",1,0,0,NA,NA,NA,5,"hoch",4925,4.6,9526,978306.098632165,1203
"P-39",2015,135,106,106,"STW",1,0,4,NA,2003,0,6,"sehr hoch",488,4.4,48547,2514158.99663919,188
"W-25",2009,64,102,103,"STW",3,0,4,NA,NA,NA,3,"mittel",5000,12,16998,2082407.10992063,1388
"Q-42",2009,141,106,106,"STW",1,0,5,NA,2000,0,4,"gehoben",1043,8.2,63715,238732.96785634,875
"S-30",2017,261,101,112,"MFH",1,490,NA,NA,1928,0,3,"mittel",5000,5.6,78915,2645864.46605308,343
"AT-44",2017,120,108,105,"EFH",6,1280,7,150,1850,0,NA,NA,5000,29.6,73623,349758.32028524,833
"V-32",2008,191,102,109,"EFH",3,440,4,120,1928,0,3,"mittel",5000,6.4,53655,1064935.7102518,1173
"O-35",2007,261,101,112,"STW",11,0,0,NA,1910,0,4,"gehoben",695,1,23881,55374.4028956862,1072
"AK-38",2016,121,108,105,"STW",3,0,0,NA,2009,0,3,"mittel",5000,20,81070,1974379.37167112,1010
"P-38",2012,261,101,112,"STW",1,0,1,NA,2000,0,6,"sehr hoch",216,3.4,30359,434335.166721605,202
"G-45",2016,10,105,101,"STW",3,0,4,NA,1865,0,3,"mittel",5000,14.2,18162,173059.777812334,779
"I-24",2012,86,111,104,"STW",1,0,4,NA,1974,0,1,"sehr günstig",5000,12.8,61803,2825169.22094114,1404
"Y-47",2015,142,106,106,"STW",11,0,0,NA,2015,1,4,"gehoben",278,16,35901,1496665.31948978,68
"F-46",2007,10,105,101,"Land",3,50,NA,NA,NA,NA,2,"günstig",5000,15,481,2164.8042718994,756
"AL-27",2010,231,109,110,"STW",11,0,3,NA,1973,0,1,"sehr günstig",5000,22.2,33908,978173.43591759,401
"O-20",2014,53,111,103,"STW",2,0,3,NA,2014,1,3,"mittel",5000,15.4,7900,1660884.02698305,1553
"T-45",2015,137,106,106,"STW",3,0,0,NA,2003,0,4,"gehoben",243,11.6,39047,777715.383205796,106
"AU-44",2011,120,108,105,"EFH",1,300,5,100,1770,0,2,"günstig",5000,30.8,53603,497721.396241803,834
"AC-52",2013,138,106,106,"STW",1,0,2,NA,2013,1,4,"gehoben",1382,22.6,41479,627810.891756555,20
"AA-17",2007,223,109,110,"Land",3,240,NA,NA,NA,NA,2,"günstig",5000,21.4,791,2542.73088196013,1659
"AC-25",2009,176,109,108,"EFH",1,380,3,90,1988,0,2,"günstig",5000,15.8,80153,2979400.82403889,424
"N-35",2016,261,101,112,"STW",3,0,0,NA,1904,0,4,"gehoben",1728,1.8,11692,2096648.27309223,1071
"Q-28",2010,66,102,103,"MFH",3,380,NA,NA,1925,0,2,"günstig",5000,7,49660,2557528.58197689,382
"AC-16",2012,221,109,110,"EFH",1,470,5,150,1999,0,2,"günstig",5000,23.2,36324,1181399.64385098,1685
"O-19",2008,53,111,103,"EFH",1,1370,4,120,1982,0,2,"günstig",5000,16.6,22810,2300299.08984725,1590
"D-29",2007,246,104,111,"STW",1,0,0,NA,1972,0,4,"gehoben",5000,12.8,51526,2505764.56414536,353
"AC-23",2010,230,109,110,"EFH",1,380,6,160,2004,0,3,"mittel",5000,17.2,18739,40628.4022215987,1457
"N-33",2009,261,101,112,"STW",3,0,0,NA,NA,NA,4,"gehoben",3084,2.6,16399,812612.926975358,1129
"AD-52",2008,138,106,106,"STW",1,0,4,NA,2008,1,4,"gehoben",358,22.6,31287,1880653.69284304,21
"F-32",2009,243,104,111,"MFH",3,540,NA,280,1924,0,2,"günstig",5000,9.8,74942,955565.197017859,1161
"H-31",2016,249,104,111,"STW",1,0,0,NA,1941,0,4,"gehoben",5000,8.4,55987,550625.956269447,1200
"U-30",2007,69,102,103,"STW",11,0,4,NA,1965,0,3,"mittel",5000,6.6,14027,290275.472148322,1239
"L-21",2007,60,111,103,"STW",1,0,3,NA,2000,0,1,"sehr günstig",5000,15.4,65326,901956.276396406,459
"AB-12",2017,21,110,102,"EFH",6,4800,5,230,1880,0,NA,NA,5000,27,25655,1443764.17870866,1760
"O-26",2013,97,102,104,"STW",1,0,4,NA,2013,1,2,"günstig",5000,9,34317,2580906.74426546,1347
"L-11",2007,61,111,103,"Land",1,490,NA,NA,NA,NA,2,"günstig",5000,26,368,978.197767320555,1766
"V-30",2015,54,102,103,"EFH",1,230,5,NA,1995,0,3,"mittel",5000,7.8,65313,658357.676882646,1240
"AG-19",2013,230,109,110,"STW",11,0,1,NA,1977,0,3,"mittel",5000,23,49564,1446054.86436747,1605
"AC-46",2007,155,107,107,"STW",3,0,4,NA,1999,0,4,"gehoben",591,17.4,79313,1853559.21464006,91
"N-35",2007,261,101,112,"STW",3,0,0,NA,1896,0,4,"gehoben",1728,1.8,44413,1095053.38343093,1071
"J-31",2017,245,104,111,"STW",11,0,4,NA,2004,0,4,"gehoben",5000,6.8,19810,205393.003317178,325
"AC-18",2012,227,109,110,"STW",3,0,0,NA,2012,1,2,"günstig",5000,21.4,66502,2322295.84371625,1634
"P-29",2010,261,101,112,"STW",11,0,4,NA,1979,0,4,"gehoben",5000,6.4,37348,461280.395093141,359
"AV-45",2007,120,108,105,"STW",1,0,5,NA,1993,0,2,"günstig",4616,31.8,74708,2011679.86217013,805
"V-29",2017,54,102,103,"EFH",1,830,6,180,1982,0,4,"gehoben",5000,8.4,56722,2234495.05915039,362
"F-30",2008,244,104,111,"Land",11,370,NA,NA,NA,NA,3,"mittel",5000,10.6,1595,206.924512887956,1229
"T-36",2016,261,101,112,"STW",1,0,0,NA,2013,0,6,"sehr hoch",2322,4,49902,2862835.77963256,1053
"Z-25",2008,64,102,103,"STW",11,0,0,NA,2008,1,3,"mittel",5000,14.2,38340,534569.187160814,421
"K-19",2012,88,111,104,"STW",3,0,4,NA,2001,0,3,"mittel",5000,17.2,19619,161148.459611461,1587
"R-43",2009,141,106,106,"EFH",1,290,4,120,1995,0,4,"gehoben",622,9,79577,2116063.70464945,845
"T-41",2010,154,107,107,"MFH",1,1800,NA,NA,1928,0,6,"sehr hoch",337,7.6,59717,2199888.17717531,164
"AC-51",2014,138,106,106,"STW",11,0,4,NA,2007,0,4,"gehoben",738,21.6,81679,23190.5857535312,687
"J-21",2012,88,111,104,"EFH",1,740,4,170,1979,0,3,"mittel",5000,15.8,49669,1315209.88018741,1516
"AB-52",2011,138,106,106,"MFH",1,2690,NA,NA,NA,NA,4,"gehoben",1788,21.6,24311,1469611.65714543,679
"AA-34",2012,194,102,109,"STW",11,0,0,NA,1974,0,2,"günstig",5000,10.4,44268,2492808.57604078,1104
"AH-42",2009,115,108,105,"STW",3,0,0,NA,2009,1,3,"mittel",5000,18.4,13069,284982.869618572,884
"X-34",2008,193,102,109,"STW",11,0,3,NA,2008,1,3,"mittel",5000,7.6,34433,2243606.12339422,1103
"H-30",2007,251,104,111,"STW",11,0,2,NA,1972,0,3,"mittel",5000,9,82628,2380469.55133195,1231
"U-29",2009,69,102,103,"EFH",1,510,5,110,1980,0,4,"gehoben",5000,7.4,79894,739704.469515127,1264
"N-14",2011,55,111,103,"EFH",1,380,5,150,2001,0,2,"günstig",5000,22.6,18801,1082440.08679513,1718
"AH-40",2017,115,108,105,"MFH",11,540,NA,NA,2005,0,3,"mittel",5000,17.8,67372,1507111.79714173,947
"M-34",2014,261,101,112,"STW",11,0,4,NA,1971,0,4,"gehoben",2779,2.8,77400,1639667.56109393,1094
"AC-22",2012,230,109,110,"Land",3,5140,NA,NA,NA,NA,2,"günstig",5000,18,4516,757.229939094163,1493
"AK-35",2011,177,108,108,"EFH",3,340,5,150,1810,0,2,"günstig",5000,19.6,53895,1528445.52726368,1083
"T-27",2015,62,102,103,"STW",3,0,4,NA,1960,0,4,"gehoben",5000,9.2,53543,265834.594631102,1318
"N-34",2009,261,101,112,"STW",3,0,4,NA,1897,0,5,"hoch",2295,2,31697,640572.082676925,1095
"AH-29",2007,180,109,108,"Land",3,390,NA,NA,NA,NA,1,"sehr günstig",5000,18,762,2470.68559359084,1272
"T-33",2013,191,102,109,"STW",1,0,0,NA,2013,1,3,"mittel",4146,4.4,35955,1856225.95526115,305
"N-24",2007,92,111,104,"STW",1,0,0,NA,2007,1,3,"mittel",5000,11.8,23979,2242344.63024093,1409
"N-19",2008,59,111,103,"STW",3,0,6,NA,2000,0,2,"günstig",5000,17.2,29779,1241891.40157332,1589
"M-29",2010,261,101,112,"STW",3,0,0,NA,2010,1,4,"gehoben",5000,6.4,62308,366602.346463013,1260
"AB-42",2011,192,107,109,"STW",3,0,4,NA,2011,1,3,"mittel",4363,13.6,72675,2604006.41325454,880
"C-27",2015,87,103,104,"EFH",1,260,6,160,2015,1,3,"mittel",5000,14.4,68178,401306.128040887,394
"Y-19",2012,223,109,110,"STW",3,0,5,NA,1983,0,2,"günstig",5000,18.6,63545,332762.251472333,1597
"W-25",2014,64,102,103,"STW",3,0,4,NA,2003,0,3,"mittel",5000,12,75959,1357424.21763577,1388
"AB-33",2009,199,102,109,"STW",3,0,2,NA,1972,0,2,"günstig",5000,11.4,34128,1342522.76555565,1142
"AU-44",2014,120,108,105,"Land",3,20,NA,NA,NA,NA,1,"sehr günstig",5000,30.8,6343,1648.54650836275,834
"AP-47",2016,118,108,105,"STW",11,0,4,NA,1986,0,2,"günstig",2986,27.6,15121,1842864.37649699,77
"AB-23",2010,230,109,110,"Land",1,10,NA,NA,NA,NA,3,"mittel",5000,17,4145,1290.2566122365,1456
"M-30",2016,261,101,112,"MFH",1,1000,NA,NA,2015,1,4,"gehoben",5000,5.4,9787,614226.723256172,1233
"Q-22",2008,72,111,103,"Land",11,300,NA,NA,NA,NA,2,"günstig",5000,13.4,1614,1968.48514028429,1483
"M-31",2008,261,101,112,"STW",1,0,0,NA,2008,1,5,"hoch",4925,4.6,15290,216313.861617004,1203
"AE-47",2012,158,107,107,"MFH",1,600,NA,NA,1953,0,4,"gehoben",744,19.6,14931,1370029.70713167,750
"AD-18",2007,227,109,110,"EFH",1,540,4,140,1981,0,3,"mittel",5000,22.4,18069,1455007.59151764,1635
"AA-49",2011,142,106,106,"STW",11,0,4,NA,1934,0,4,"gehoben",342,18.8,74760,79594.1768197808,48
"AR-19",2008,220,109,110,"STW",3,0,5,NA,1995,0,2,"günstig",5000,31.2,59251,1958184.69225429,480
"Y-32",2015,191,102,109,"STW",1,0,0,NA,2000,0,3,"mittel",5000,8.8,44223,1585824.70492763,1176
"AI-28",2013,180,109,108,"EFH",1,490,4,160,1988,0,2,"günstig",5000,19,8819,2741231.19255644,1298
"AD-37",2009,198,108,109,"Land",3,420,NA,NA,2013,1,3,"mittel",5000,13.4,5460,2294.68913081731,1032
"W-43",2009,156,107,107,"STW",11,0,0,NA,2007,1,5,"hoch",1029,11.4,21036,2247414.81343808,847
"AD-52",2017,138,106,106,"STW",3,0,2,NA,2017,1,4,"gehoben",358,22.6,73683,2255234.88514684,21
"U-39",2011,154,107,107,"STW",1,0,3,NA,1996,0,6,"sehr hoch",1785,6.8,72901,1142584.12474499,969
"P-21",2015,51,111,103,"STW",1,0,3,NA,1995,0,2,"günstig",5000,15,71434,912346.51177295,1518
"AK-26",2009,231,109,110,"Land",1,1420,NA,NA,NA,NA,2,"günstig",5000,21.6,5355,2818.5400806187,1362
"J-20",2012,88,111,104,"STW",1,0,4,NA,1999,0,3,"mittel",5000,17,17680,2207720.27560882,1550
"K-30",2017,261,101,112,"STW",11,0,2,NA,1981,0,4,"gehoben",5000,6.6,79404,2226941.92472147,340
"AR-34",2015,297,108,108,"EFH",1,910,7,200,2016,1,2,"günstig",5000,26.2,8361,578473.869913723,1119
"AH-44",2007,116,108,105,"EFH",1,540,5,210,1987,0,3,"mittel",4968,19.4,45995,362973.835905432,822
"H-46",2015,9,105,101,"STW",3,0,5,NA,1992,0,2,"günstig",5000,14,36435,2694934.68191067,758
"O-30",2010,261,101,112,"STW",11,0,0,NA,2010,1,4,"gehoben",5000,4.8,43721,1863204.51031346,1235
"AD-33",2009,199,102,109,"STW",3,0,0,NA,2009,1,3,"mittel",5000,13.2,25870,1275682.99647956,1144
"W-31",2011,191,102,109,"Land",3,970,NA,NA,NA,NA,3,"mittel",5000,7.6,3700,1537.23990893969,1210
"AL-39",2011,121,108,105,"STW",3,0,3,NA,2011,1,2,"günstig",5000,21,73905,2515863.19492047,980
"H-32",2016,247,104,111,"STW",3,0,4,NA,2016,1,2,"günstig",5000,8,47575,2421849.81471172,1163
"N-42",2012,131,106,106,"STW",1,0,0,NA,2012,1,4,"gehoben",3408,7.8,10493,163347.396885278,147
"J-21",2017,88,111,104,"EFH",1,650,4,110,1977,0,4,"gehoben",5000,15.8,41775,1712524.85137363,1516
"C-25",2017,94,103,104,"EFH",3,1540,5,120,1972,0,3,"mittel",5000,15.6,30760,2659036.91425198,419
"AA-19",2014,230,109,110,"STW",1,0,0,NA,2015,1,2,"günstig",5000,19.4,71068,2633363.8020237,1599
"L-35",2011,261,101,112,"MFH",11,440,NA,NA,1976,0,4,"gehoben",3522,3.6,17589,1054781.7408992,1069
"Q-43",2014,141,106,106,"STW",3,0,4,NA,1973,0,4,"gehoben",1677,9.4,21955,764986.605988233,844
"K-33",2012,261,101,112,"MFH",11,1350,NA,NA,1984,0,4,"gehoben",4912,4.8,37980,841911.648709327,1126
"AI-13",2007,211,109,110,"EFH",3,540,5,180,2006,1,1,"sehr günstig",5000,29,77951,810844.697436551,1747
"E-30",2017,243,104,111,"STW",3,0,0,NA,2015,1,2,"günstig",5000,11.2,67764,2306734.7305672,1228
"S-26",2016,62,102,103,"MFH",11,750,NA,NA,1960,0,3,"mittel",5000,9.4,57471,2486101.05284397,1349
"N-39",2009,261,101,112,"Land",11,840,NA,NA,NA,NA,4,"gehoben",2065,4.8,5405,1026.9047797221,967
"AK-40",2008,121,108,105,"STW",3,0,0,NA,2008,1,2,"günstig",5000,20.6,16770,1392849.24233716,950
"F-31",2008,244,104,111,"Land",11,400,NA,NA,NA,NA,3,"mittel",5000,10.2,1701,2661.15557326027,1198
"AH-28",2011,180,109,108,"EFH",1,680,NA,NA,NA,NA,2,"günstig",5000,18.4,77919,2727593.05569134,1297
"T-23",2009,63,111,103,"Land",1,330,NA,NA,NA,NA,4,"gehoben",5000,13.4,2706,2679.65511954913,1449
"L-11",2011,61,111,103,"EFH",3,1120,3,180,1973,0,2,"günstig",5000,26,49382,2558710.437275,1766
"AH-44",2010,116,108,105,"STW",1,0,0,NA,2010,1,3,"mittel",4968,19.4,26433,1711070.909673,822
"V-29",2012,54,102,103,"STW",3,0,0,NA,2012,1,3,"mittel",5000,8.4,61760,281045.478744432,362
"Q-41",2016,139,106,106,"STW",1,0,5,NA,2002,0,5,"hoch",585,7.2,19445,430636.370953755,162
"AV-37",2013,114,108,105,"Land",1,30,NA,NA,NA,NA,1,"sehr günstig",5000,30,5066,1231.92247798759,1042
"O-36",2008,261,101,112,"Land",11,650,NA,NA,NA,NA,5,"hoch",626,2,5275,551.991035971092,1051
"P-32",2007,261,101,112,"STW",11,0,0,NA,NA,NA,4,"gehoben",3433,3,67220,2043840.72440746,1169
"K-39",2008,3,105,101,"STW",11,0,0,NA,1990,0,3,"mittel",4833,6.8,72515,2499564.43031516,965
"O-40",2011,131,106,106,"STW",11,0,0,NA,2011,1,4,"gehoben",1977,6,29137,2207998.22836567,935
"J-35",2012,248,104,111,"MFH",1,1920,NA,NA,1964,0,5,"hoch",5000,5.4,30323,1230465.42362729,267
"B-21",2017,91,111,104,"STW",3,0,4,NA,2009,0,2,"günstig",5000,19.8,15891,2999956.19649091,1508
"AO-42",2009,117,108,105,"EFH",6,530,5,80,1951,0,NA,NA,5000,24.8,46937,2219258.46783433,891
"M-29",2009,261,101,112,"Land",3,90,NA,NA,2010,1,4,"gehoben",5000,6.4,1662,2423.92519119906,1260
"AI-41",2011,115,108,105,"STW",1,0,0,NA,NA,NA,3,"mittel",5000,19.2,22243,2810193.3408872,916
"AD-36",2014,198,108,109,"STW",11,0,0,NA,2014,1,3,"mittel",5000,13.2,14459,2118668.11874765,1057
"AB-33",2012,199,102,109,"STW",3,0,0,NA,2012,1,2,"günstig",5000,11.4,48102,23567.3167433124,1142
"Z-13",2010,32,110,102,"STW",3,0,4,NA,1974,0,2,"günstig",5000,25.4,46411,1771377.58112268,1743
"F-44",2010,11,105,101,"STW",1,0,4,NA,2010,1,2,"günstig",5000,13.4,78939,1771413.6284733,806
"P-22",2009,72,111,103,"STW",3,0,4,NA,2005,0,2,"günstig",5000,13.8,62414,439069.964854629,1482
"AI-34",2009,177,108,108,"STW",11,0,3,NA,2003,0,2,"günstig",5000,17.8,49506,2466401.67716634,1110
"G-15",2008,102,111,104,"EFH",3,630,5,120,1977,0,2,"günstig",5000,22.4,23093,2502545.97068368,1695
"U-37",2007,161,107,107,"STW",1,0,4,NA,1959,0,5,"hoch",2539,5.6,37892,1381452.24907016,1029
"AE-20",2009,230,109,110,"STW",3,0,3,NA,NA,NA,2,"günstig",5000,20.8,75254,1432873.81916598,1567
"W-43",2013,152,107,107,"STW",11,0,0,NA,2013,1,5,"hoch",1029,11.4,74532,1769503.44503205,847
"AH-23",2010,230,109,110,"MFH",11,2070,NA,NA,1976,0,2,"günstig",5000,21.2,11614,2343306.99348915,1462
"Y-5",2013,22,110,102,"STW",3,0,3,NA,2003,0,1,"sehr günstig",5000,32.6,51572,1447824.68410733,1846
"AJ-21",2011,219,109,110,"STW",1,0,0,NA,1999,0,2,"günstig",5000,24,82085,2325524.28846294,1536
"AD-36",2010,198,108,109,"STW",11,0,0,NA,2010,1,3,"mittel",5000,13.2,33416,1586791.89565487,1057
"X-35",2016,193,102,109,"STW",1,0,0,NA,2016,1,2,"günstig",5000,7.6,76564,374755.580306635,1077
"R-36",2015,261,101,112,"STW",11,0,0,NA,2013,1,5,"hoch",918,2.2,72452,2577189.51627263,1052
"AF-35",2009,198,108,109,"STW",1,0,4,NA,NA,NA,3,"mittel",5000,15,35013,1617066.48193998,1082
"AJ-40",2016,121,108,105,"EFH",11,500,5,100,1961,0,3,"mittel",5000,19.4,39574,1598813.18704819,949
"O-32",2016,261,101,112,"STW",3,0,0,NA,2016,1,3,"mittel",3101,2.6,31201,1593888.06622289,1168
"P-19",2007,53,111,103,"Land",1,960,NA,NA,NA,NA,4,"gehoben",5000,17,462,2612.95202535496,1591
"S-26",2008,62,102,103,"STW",11,0,3,NA,1961,0,3,"mittel",5000,9.4,54653,2837358.68744401,1349
